Data pulled on 10/29/2014 at 20:34:47
username, number of edits, percent of total edits
Natalie Erin,2,0.000256508913685
Cold534,2,0.000256508913685
68.190.217.191,2,0.000256508913685
Sbmeirow,2,0.000256508913685
216.165.24.68,2,0.000256508913685
138.67.128.100,2,0.000256508913685
156.34.214.69,2,0.000256508913685
Francish7,2,0.000256508913685
Rcinda1,2,0.000256508913685
Tom Lougheed,2,0.000256508913685
Falco11 2011,2,0.000256508913685
Sodapopkid,2,0.000256508913685
81.93.24.245,2,0.000256508913685
HetmanSydor,2,0.000256508913685
24.149.254.122,2,0.000256508913685
Ὁ οἶστρος,2,0.000256508913685
OrbitOne,2,0.000256508913685
AAAAA,2,0.000256508913685
71.10.228.27,2,0.000256508913685
137.90.207.124,2,0.000256508913685
97.117.89.24,2,0.000256508913685
Shortelz,2,0.000256508913685
TJDay,2,0.000256508913685
JohnI,2,0.000256508913685
72.209.3.75,2,0.000256508913685
Puffmush,2,0.000256508913685
84.254.0.189,2,0.000256508913685
Phatom87,2,0.000256508913685
75.185.144.241,2,0.000256508913685
68.114.63.121,2,0.000256508913685
194.151.85.2,2,0.000256508913685
Novandilism,2,0.000256508913685
70.130.141.108,2,0.000256508913685
Junglecat,2,0.000256508913685
Olivia Francois,2,0.000256508913685
Danman999,2,0.000256508913685
198.82.56.207,2,0.000256508913685
Mayamussa,2,0.000256508913685
72.83.127.10,2,0.000256508913685
Xris0,2,0.000256508913685
Quebec99,2,0.000256508913685
142.24.19.147,2,0.000256508913685
216.231.158.26,2,0.000256508913685
74.218.222.75,2,0.000256508913685
69.146.243.180,2,0.000256508913685
Morel,2,0.000256508913685
G-FINN22,2,0.000256508913685
69.179.160.43,2,0.000256508913685
Espresso Addict,2,0.000256508913685
79.97.148.40,2,0.000256508913685
108.6.119.162,2,0.000256508913685
174.3.124.101,2,0.000256508913685
Dina,2,0.000256508913685
68.95.101.6,2,0.000256508913685
72.75.7.234,2,0.000256508913685
89.166.64.41,2,0.000256508913685
Mc6809e,2,0.000256508913685
162.96.105.76,2,0.000256508913685
170.158.184.137,2,0.000256508913685
62.253.64.7,2,0.000256508913685
76.83.52.21,2,0.000256508913685
Thumperward,2,0.000256508913685
CowboySpartan,2,0.000256508913685
Bongoramsey,2,0.000256508913685
Buhadram,2,0.000256508913685
159.189.72.82,2,0.000256508913685
Kolbasz,2,0.000256508913685
Eeekster,2,0.000256508913685
68.59.23.119,2,0.000256508913685
Mintguy,2,0.000256508913685
Mycroft.Holmes,2,0.000256508913685
Tins128,2,0.000256508913685
168.184.240.209,2,0.000256508913685
130.245.234.16,2,0.000256508913685
66.189.247.115,2,0.000256508913685
Bill52270,2,0.000256508913685
98.198.195.139,2,0.000256508913685
199.248.201.204,2,0.000256508913685
216.107.210.140,2,0.000256508913685
78.149.124.78,2,0.000256508913685
DARTH SIDIOUS 2,2,0.000256508913685
Aitias,2,0.000256508913685
71.20.8.226,2,0.000256508913685
69.51.77.162,2,0.000256508913685
67.87.204.33,2,0.000256508913685
Smalljim,2,0.000256508913685
71.224.148.110,2,0.000256508913685
76.184.199.117,2,0.000256508913685
Mlouns,2,0.000256508913685
Techman224,2,0.000256508913685
Versus22,2,0.000256508913685
206.166.83.50,2,0.000256508913685
A12n,2,0.000256508913685
72.46.206.37,2,0.000256508913685
59.101.63.245,2,0.000256508913685
Antonio Lopez,2,0.000256508913685
64.230.0.115,2,0.000256508913685
Yath,2,0.000256508913685
12.216.98.3,2,0.000256508913685
Brandmeister,2,0.000256508913685
Giovanni33,2,0.000256508913685
RunOrDie,2,0.000256508913685
212.219.191.135,2,0.000256508913685
67.86.70.64,2,0.000256508913685
Armouredduck,2,0.000256508913685
Hydrargyrum,2,0.000256508913685
24.20.133.6,2,0.000256508913685
24.16.145.174,2,0.000256508913685
204.10.217.81,2,0.000256508913685
64.74.96.226,2,0.000256508913685
198.237.180.61,2,0.000256508913685
Anthony Leppert,2,0.000256508913685
222.154.255.15,2,0.000256508913685
Slenderdan,2,0.000256508913685
Sluzzelin,2,0.000256508913685
69.117.91.157,2,0.000256508913685
165.138.88.95,2,0.000256508913685
82.38.206.169,2,0.000256508913685
Me and,2,0.000256508913685
66.71.69.143,2,0.000256508913685
LeaveSleaves,2,0.000256508913685
Timpo,2,0.000256508913685
NOrbeck,2,0.000256508913685
Milo03,2,0.000256508913685
24.47.69.119,2,0.000256508913685
Nn123645,2,0.000256508913685
Slightsmile,2,0.000256508913685
64.81.251.90,2,0.000256508913685
DragonflySixtyseven,2,0.000256508913685
207.235.153.2,2,0.000256508913685
75.70.184.111,2,0.000256508913685
24.58.185.138,2,0.000256508913685
173.242.79.83,2,0.000256508913685
203.189.4.102,2,0.000256508913685
Quinsareth,2,0.000256508913685
64.8.28.2,2,0.000256508913685
204.169.116.1,2,0.000256508913685
Andre Engels,2,0.000256508913685
JennieMacGuire,2,0.000256508913685
69.142.140.16,2,0.000256508913685
JimD,2,0.000256508913685
24.124.3.1,2,0.000256508913685
208.180.152.36,2,0.000256508913685
67.149.170.76,2,0.000256508913685
168.169.147.179,2,0.000256508913685
Avalyn,2,0.000256508913685
Indians99,2,0.000256508913685
75.80.249.140,2,0.000256508913685
71.230.82.224,2,0.000256508913685
118.90.5.89,2,0.000256508913685
Aramgutang,2,0.000256508913685
Aaaaaaaaaaaaaa,2,0.000256508913685
68.49.239.198,2,0.000256508913685
24.194.234.69,2,0.000256508913685
Gurch,2,0.000256508913685
196.216.201.4,2,0.000256508913685
WadeSimMiser,2,0.000256508913685
65.10.111.115,2,0.000256508913685
Centrx,2,0.000256508913685
Peter,2,0.000256508913685
206.107.103.74,2,0.000256508913685
Dysepsion,2,0.000256508913685
Kirby777,2,0.000256508913685
192.88.168.35,2,0.000256508913685
XLinkBot,2,0.000256508913685
Zzuuzz,2,0.000256508913685
203.181.122.129,2,0.000256508913685
69.116.161.189,2,0.000256508913685
214.3.36.5,2,0.000256508913685
71.229.214.74,2,0.000256508913685
70.230.73.214,2,0.000256508913685
64.251.54.132,2,0.000256508913685
Hashar,2,0.000256508913685
81.129.92.205,2,0.000256508913685
208.58.253.247,2,0.000256508913685
59.141.248.4,2,0.000256508913685
24.131.139.151,2,0.000256508913685
Bibcode Bot,2,0.000256508913685
66.215.33.116,2,0.000256508913685
Pseudomonas,2,0.000256508913685
201.212.120.165,2,0.000256508913685
The Almightey Drill,2,0.000256508913685
My Core Competency is Competency,2,0.000256508913685
108.28.8.206,2,0.000256508913685
199.216.99.98,2,0.000256508913685
Starstr,2,0.000256508913685
89.241.201.118,2,0.000256508913685
203.22.195.55,2,0.000256508913685
Plantduets,2,0.000256508913685
99.226.157.126,2,0.000256508913685
209.253.123.37,2,0.000256508913685
Gatorgirl7563,2,0.000256508913685
86.26.96.72,2,0.000256508913685
Jamesdreherjr,2,0.000256508913685
154.5.238.202,2,0.000256508913685
63.3.13.1,2,0.000256508913685
Matthias of redwall,2,0.000256508913685
Omnipaedista,2,0.000256508913685
Delldot,2,0.000256508913685
Pascal.Tesson,2,0.000256508913685
Homomnius,2,0.000256508913685
64.8.133.231,2,0.000256508913685
216.79.193.210,2,0.000256508913685
168.184.220.4,2,0.000256508913685
71.191.171.250,2,0.000256508913685
205.222.248.133,2,0.000256508913685
129.137.150.201,2,0.000256508913685
4Jmaster,2,0.000256508913685
66.65.9.144,2,0.000256508913685
71.112.6.192,2,0.000256508913685
152.42.174.105,2,0.000256508913685
76.93.212.213,2,0.000256508913685
ASchmoo,2,0.000256508913685
Kiteinthewind,2,0.000256508913685
165.138.121.1,2,0.000256508913685
66.71.100.105,2,0.000256508913685
MacMog,2,0.000256508913685
83.171.151.147,2,0.000256508913685
70.190.188.189,2,0.000256508913685
Colorado Dave,2,0.000256508913685
142.23.96.133,2,0.000256508913685
68.234.24.154,2,0.000256508913685
65.182.48.199,2,0.000256508913685
Waggers,2,0.000256508913685
Barrylb,2,0.000256508913685
Ginsengbomb,2,0.000256508913685
Ebola guy,2,0.000256508913685
Salvidrim!,2,0.000256508913685
Pizik,1,0.000128254456842
75.165.110.249,1,0.000128254456842
24.15.78.140,1,0.000128254456842
Demdem,1,0.000128254456842
97198,1,0.000128254456842
InnerSpacePilot,1,0.000128254456842
69.142.163.52,1,0.000128254456842
Hockeyspeed,1,0.000128254456842
69.120.153.62,1,0.000128254456842
66.32.180.67,1,0.000128254456842
98.242.104.15,1,0.000128254456842
68.109.10.249,1,0.000128254456842
157.83.125.12,1,0.000128254456842
Capricorn42,1,0.000128254456842
208.190.25.214,1,0.000128254456842
67.176.78.73,1,0.000128254456842
2602:306:CD23:B830:78D9:E43:4FD4:548D,1,0.000128254456842
206.116.120.96,1,0.000128254456842
Day and Nite,1,0.000128254456842
96.4.67.129,1,0.000128254456842
Ben Ben,1,0.000128254456842
Liastnir,1,0.000128254456842
86.22.212.129,1,0.000128254456842
84.48.121.198,1,0.000128254456842
70.233.72.210,1,0.000128254456842
24.48.157.82,1,0.000128254456842
Nowzer,1,0.000128254456842
Chazchaz101,1,0.000128254456842
68.191.150.190,1,0.000128254456842
RealPyro,1,0.000128254456842
Wilke,1,0.000128254456842
98.65.236.116,1,0.000128254456842
168.99.171.253,1,0.000128254456842
Prashanthns,1,0.000128254456842
208.108.138.21,1,0.000128254456842
68.192.36.185,1,0.000128254456842
75.30.229.139,1,0.000128254456842
LittleOldMe,1,0.000128254456842
70.251.113.238,1,0.000128254456842
65.213.98.242,1,0.000128254456842
2601:7:8480:CA4:1C4:D9FD:9100:4A47,1,0.000128254456842
64.30.83.169,1,0.000128254456842
Michael J,1,0.000128254456842
69.128.231.60,1,0.000128254456842
Mustang dvs,1,0.000128254456842
88.114.124.245,1,0.000128254456842
69.169.78.118,1,0.000128254456842
Dela01241,1,0.000128254456842
70.83.154.146,1,0.000128254456842
Alex43223,1,0.000128254456842
75.100.225.134,1,0.000128254456842
108.217.60.70,1,0.000128254456842
Siroxo,1,0.000128254456842
Siuenti,1,0.000128254456842
Trumpet marietta 45750,1,0.000128254456842
205.132.110.2,1,0.000128254456842
SwiftlyTilt,1,0.000128254456842
216.121.161.59,1,0.000128254456842
64.163.0.101,1,0.000128254456842
62.198.2.35,1,0.000128254456842
Cadaeib,1,0.000128254456842
217.132.162.50,1,0.000128254456842
Otterthay,1,0.000128254456842
204.171.48.3,1,0.000128254456842
208.9.128.2,1,0.000128254456842
12.218.51.3,1,0.000128254456842
204.38.48.64,1,0.000128254456842
Moocow119,1,0.000128254456842
Tsu Dho Nimh,1,0.000128254456842
Swampdonkeyxx,1,0.000128254456842
173.74.28.140,1,0.000128254456842
163.150.232.1,1,0.000128254456842
StuHarris,1,0.000128254456842
192.249.47.9,1,0.000128254456842
92.24.249.170,1,0.000128254456842
Huhshyeh,1,0.000128254456842
74.213.232.64,1,0.000128254456842
Leonard^Bloom,1,0.000128254456842
Elaragirl,1,0.000128254456842
Ruakh,1,0.000128254456842
75.108.133.63,1,0.000128254456842
Georgewilliamherbert,1,0.000128254456842
70.244.11.168,1,0.000128254456842
(jarbarf),1,0.000128254456842
69.143.239.198,1,0.000128254456842
76.98.145.174,1,0.000128254456842
74.75.36.50,1,0.000128254456842
Dabomb87,1,0.000128254456842
129.120.2.1,1,0.000128254456842
75.69.213.239,1,0.000128254456842
Salsaman22,1,0.000128254456842
120.144.9.69,1,0.000128254456842
78.148.35.20,1,0.000128254456842
66.44.222.8,1,0.000128254456842
198.237.49.216,1,0.000128254456842
71.106.97.172,1,0.000128254456842
Smbrizendine,1,0.000128254456842
Jonesey95,1,0.000128254456842
70.228.173.167,1,0.000128254456842
Cathryn,1,0.000128254456842
Apostrophe,1,0.000128254456842
Lumidek,1,0.000128254456842
65.78.90.144,1,0.000128254456842
ParadiseMissouri,1,0.000128254456842
131.215.82.66,1,0.000128254456842
Raz1el,1,0.000128254456842
71.240.156.168,1,0.000128254456842
Aymatth2,1,0.000128254456842
4.68.248.214,1,0.000128254456842
207.190.175.197,1,0.000128254456842
Marumari,1,0.000128254456842
Sodaant,1,0.000128254456842
DVdm,1,0.000128254456842
Freedomlinux,1,0.000128254456842
66.37.59.138,1,0.000128254456842
82.71.3.11,1,0.000128254456842
195.157.154.166,1,0.000128254456842
Richard Taylor,1,0.000128254456842
Derek R Bullamore,1,0.000128254456842
158.91.29.89,1,0.000128254456842
88.134.116.205,1,0.000128254456842
76.204.19.10,1,0.000128254456842
LC,1,0.000128254456842
Oshwah,1,0.000128254456842
63.204.151.5,1,0.000128254456842
68.6.132.90,1,0.000128254456842
150.101.115.156,1,0.000128254456842
81.57.245.19,1,0.000128254456842
195.252.116.157,1,0.000128254456842
Echokilocharlie,1,0.000128254456842
LordShonus,1,0.000128254456842
Peanutvampire,1,0.000128254456842
207.62.246.1,1,0.000128254456842
71.248.165.201,1,0.000128254456842
207.160.26.225,1,0.000128254456842
207.225.244.163,1,0.000128254456842
70.130.163.92,1,0.000128254456842
207.163.13.22,1,0.000128254456842
Anonymous from the 21st century,1,0.000128254456842
24.178.155.113,1,0.000128254456842
216.105.213.155,1,0.000128254456842
Amortias,1,0.000128254456842
PedroPVZ,1,0.000128254456842
ClaudioUEC,1,0.000128254456842
69.207.118.199,1,0.000128254456842
198.24.31.119,1,0.000128254456842
Jan1nad,1,0.000128254456842
68.123.153.227,1,0.000128254456842
95.252.126.6,1,0.000128254456842
Vanished user fijerij2o2,1,0.000128254456842
73.180.82.149,1,0.000128254456842
160.39.176.231,1,0.000128254456842
Tobyc75,1,0.000128254456842
Optimist on the run,1,0.000128254456842
Cheesefondue,1,0.000128254456842
67.67.44.253,1,0.000128254456842
67.43.21.98,1,0.000128254456842
204.238.196.61,1,0.000128254456842
97.107.98.180,1,0.000128254456842
Reaper Eternal,1,0.000128254456842
Jamesthecat,1,0.000128254456842
71.207.1.219,1,0.000128254456842
78.155.44.7,1,0.000128254456842
83.166.209.136,1,0.000128254456842
66.108.244.233,1,0.000128254456842
128.233.153.74,1,0.000128254456842
71.90.30.146,1,0.000128254456842
72.226.49.108,1,0.000128254456842
Kollision,1,0.000128254456842
124.187.65.202,1,0.000128254456842
117.193.129.155,1,0.000128254456842
Nono64,1,0.000128254456842
163.153.222.100,1,0.000128254456842
Karenjc,1,0.000128254456842
Dylan620,1,0.000128254456842
Thedues,1,0.000128254456842
71.198.136.166,1,0.000128254456842
81.62.227.24,1,0.000128254456842
Rothorpe,1,0.000128254456842
Bsadowski1,1,0.000128254456842
Wknight94,1,0.000128254456842
Archon 2488,1,0.000128254456842
71.43.248.102,1,0.000128254456842
Hbackman,1,0.000128254456842
Joel7687,1,0.000128254456842
AAA!,1,0.000128254456842
72.66.107.246,1,0.000128254456842
209.149.52.7,1,0.000128254456842
128.255.247.21,1,0.000128254456842
75.185.41.40,1,0.000128254456842
Tommoxyz,1,0.000128254456842
88.105.138.195,1,0.000128254456842
65.196.175.100,1,0.000128254456842
Tfccheng,1,0.000128254456842
Dhomya,1,0.000128254456842
71.195.54.111,1,0.000128254456842
99.11.247.82,1,0.000128254456842
Josh3580,1,0.000128254456842
Sermadison,1,0.000128254456842
67.185.217.233,1,0.000128254456842
69.132.80.105,1,0.000128254456842
Quindraco,1,0.000128254456842
68.239.233.58,1,0.000128254456842
68.144.172.8,1,0.000128254456842
Eeee,1,0.000128254456842
80.222.94.15,1,0.000128254456842
64.150.0.1,1,0.000128254456842
64.140.202.231,1,0.000128254456842
63.238.48.2,1,0.000128254456842
114.84.242.78,1,0.000128254456842
66.188.114.61,1,0.000128254456842
216.120.172.114,1,0.000128254456842
Sonicology,1,0.000128254456842
79.75.7.136,1,0.000128254456842
STBot,1,0.000128254456842
Kgreen20,1,0.000128254456842
Cielomobile,1,0.000128254456842
128.255.156.48,1,0.000128254456842
Sylvain Mielot,1,0.000128254456842
203.161.121.170,1,0.000128254456842
Charles Matthews,1,0.000128254456842
Kevin Rector,1,0.000128254456842
Andonic,1,0.000128254456842
123.127.110.166,1,0.000128254456842
Hedington,1,0.000128254456842
202.6.138.66,1,0.000128254456842
86.41.244.140,1,0.000128254456842
69.148.95.82,1,0.000128254456842
Markkasan,1,0.000128254456842
207.99.109.26,1,0.000128254456842
199.88.96.3,1,0.000128254456842
58.174.114.226,1,0.000128254456842
Pg2114,1,0.000128254456842
196.210.152.47,1,0.000128254456842
98.246.165.36,1,0.000128254456842
166.61.226.1,1,0.000128254456842
134.192.250.80,1,0.000128254456842
207.98.158.102,1,0.000128254456842
216.125.91.130,1,0.000128254456842
76.66.192.122,1,0.000128254456842
Kwertii,1,0.000128254456842
211.27.17.153,1,0.000128254456842
69.244.155.29,1,0.000128254456842
Nickpost05,1,0.000128254456842
72.92.87.129,1,0.000128254456842
Pediainsight,1,0.000128254456842
4.225.174.69,1,0.000128254456842
78.145.144.214,1,0.000128254456842
108.179.33.138,1,0.000128254456842
Maunus,1,0.000128254456842
71.136.66.93,1,0.000128254456842
173.57.64.91,1,0.000128254456842
24.5.148.231,1,0.000128254456842
24.222.98.161,1,0.000128254456842
Georsche,1,0.000128254456842
157.238.195.242,1,0.000128254456842
169.204.229.122,1,0.000128254456842
68.198.123.75,1,0.000128254456842
Maxim,1,0.000128254456842
Tinss,1,0.000128254456842
Stickee,1,0.000128254456842
208.20.88.26,1,0.000128254456842
BernieGordon,1,0.000128254456842
Mike Selinker,1,0.000128254456842
Beck162,1,0.000128254456842
Cireshoe,1,0.000128254456842
Wimt,1,0.000128254456842
Ericbourland,1,0.000128254456842
Saturn star,1,0.000128254456842
Guaka,1,0.000128254456842
Malerisch,1,0.000128254456842
Laundry,1,0.000128254456842
174.48.3.49,1,0.000128254456842
Christopher Parham,1,0.000128254456842
68.249.180.100,1,0.000128254456842
Agent Smith (The Matrix),1,0.000128254456842
Snurg,1,0.000128254456842
65.38.251.198,1,0.000128254456842
24.128.173.90,1,0.000128254456842
202.89.178.51,1,0.000128254456842
Jebba,1,0.000128254456842
Joyous!,1,0.000128254456842
140.211.172.174,1,0.000128254456842
2A02:120B:7F6:B00:2515:3FE8:F0CD:5BAD,1,0.000128254456842
164.116.71.79,1,0.000128254456842
70.108.24.58,1,0.000128254456842
70.106.131.248,1,0.000128254456842
Olivier,1,0.000128254456842
146.186.56.117,1,0.000128254456842
108.36.241.245,1,0.000128254456842
DrMicro,1,0.000128254456842
209.197.146.48,1,0.000128254456842
Phuzion,1,0.000128254456842
69.146.97.123,1,0.000128254456842
CanadianLinuxUser,1,0.000128254456842
168.9.19.101,1,0.000128254456842
Teaktl17,1,0.000128254456842
67.60.70.225,1,0.000128254456842
Frankie0607,1,0.000128254456842
62.99.31.217,1,0.000128254456842
VenomousConcept,1,0.000128254456842
135.196.72.16,1,0.000128254456842
71.233.113.198,1,0.000128254456842
Jacek Kendysz,1,0.000128254456842
JKDw,1,0.000128254456842
70.109.112.228,1,0.000128254456842
65.10.247.161,1,0.000128254456842
206.169.44.5,1,0.000128254456842
Ale jrb,1,0.000128254456842
24.12.154.201,1,0.000128254456842
70.44.219.23,1,0.000128254456842
67.214.1.41,1,0.000128254456842
99.224.185.49,1,0.000128254456842
99.1.21.158,1,0.000128254456842
Rlevse,1,0.000128254456842
59.189.92.127,1,0.000128254456842
Coachuponnow,1,0.000128254456842
Rory096,1,0.000128254456842
38.116.202.175,1,0.000128254456842
Politepunk,1,0.000128254456842
24.5.93.242,1,0.000128254456842
208.252.24.66,1,0.000128254456842
67.162.120.69,1,0.000128254456842
Grimey109,1,0.000128254456842
72.147.2.24,1,0.000128254456842
132.18.128.4,1,0.000128254456842
198.103.167.20,1,0.000128254456842
69.208.252.223,1,0.000128254456842
Kevinmon,1,0.000128254456842
Jodosma,1,0.000128254456842
Noldoaran,1,0.000128254456842
66.126.187.197,1,0.000128254456842
201.14.162.63,1,0.000128254456842
4.228.27.190,1,0.000128254456842
192.96.67.158,1,0.000128254456842
96.237.107.46,1,0.000128254456842
66.171.13.226,1,0.000128254456842
Optigan13,1,0.000128254456842
71.170.49.134,1,0.000128254456842
Webclient101,1,0.000128254456842
5.29.162.17,1,0.000128254456842
Pantherfreak12,1,0.000128254456842
Glen,1,0.000128254456842
Lexanglopaddy,1,0.000128254456842
Chobot,1,0.000128254456842
Jaimeastorga2000,1,0.000128254456842
Reinis,1,0.000128254456842
220.237.117.130,1,0.000128254456842
Finavon,1,0.000128254456842
72.88.49.209,1,0.000128254456842
Billytrousers,1,0.000128254456842
71.120.80.115,1,0.000128254456842
195.217.52.130,1,0.000128254456842
24.60.48.20,1,0.000128254456842
Gossamers,1,0.000128254456842
Proofreader77,1,0.000128254456842
Cannonmc,1,0.000128254456842
Peruvianllama,1,0.000128254456842
ProhibitOnions,1,0.000128254456842
68.112.92.106,1,0.000128254456842
66.14.150.88,1,0.000128254456842
217.224.63.181,1,0.000128254456842
Fireice,1,0.000128254456842
Sandstein,1,0.000128254456842
68.225.235.146,1,0.000128254456842
69.7.77.20,1,0.000128254456842
THEN WHO WAS PHONE?,1,0.000128254456842
96.248.84.172,1,0.000128254456842
68.56.30.39,1,0.000128254456842
174.140.71.230,1,0.000128254456842
RA0808,1,0.000128254456842
Manwhatsup,1,0.000128254456842
121.220.100.97,1,0.000128254456842
70.176.249.54,1,0.000128254456842
66.68.48.143,1,0.000128254456842
Clarkcj12,1,0.000128254456842
98.23.51.18,1,0.000128254456842
Doc Ayomide,1,0.000128254456842
65.184.17.102,1,0.000128254456842
80.192.103.24,1,0.000128254456842
InedibleHulk,1,0.000128254456842
88.105.248.156,1,0.000128254456842
Davidjconnolly,1,0.000128254456842
24.44.71.71,1,0.000128254456842
174.52.85.97,1,0.000128254456842
Unschool,1,0.000128254456842
Zone46,1,0.000128254456842
208.180.90.100,1,0.000128254456842
Character.assassin,1,0.000128254456842
Spencer,1,0.000128254456842
24.228.19.9,1,0.000128254456842
Wnt,1,0.000128254456842
Hordaland,1,0.000128254456842
Emily1015,1,0.000128254456842
Szico VII,1,0.000128254456842
67.85.127.253,1,0.000128254456842
69.234.124.169,1,0.000128254456842
5.14.185.41,1,0.000128254456842
93.32.56.225,1,0.000128254456842
Free Bear,1,0.000128254456842
Flow,1,0.000128254456842
Curps,1,0.000128254456842
71.92.253.114,1,0.000128254456842
71.206.79.246,1,0.000128254456842
24.74.143.190,1,0.000128254456842
69.136.190.189,1,0.000128254456842
Mukogodo,1,0.000128254456842
67.189.52.29,1,0.000128254456842
Joshua4157,1,0.000128254456842
Mike Serfas,1,0.000128254456842
67.84.33.82,1,0.000128254456842
81.153.207.188,1,0.000128254456842
198.105.45.129,1,0.000128254456842
124.120.19.238,1,0.000128254456842
70.208.177.37,1,0.000128254456842
Inemudom,1,0.000128254456842
72.145.75.78,1,0.000128254456842
Biggem001,1,0.000128254456842
70.90.93.162,1,0.000128254456842
165.21.154.14,1,0.000128254456842
165.21.154.16,1,0.000128254456842
71.129.58.111,1,0.000128254456842
209.7.4.147,1,0.000128254456842
RockMFR,1,0.000128254456842
12.226.84.120,1,0.000128254456842
74.230.53.103,1,0.000128254456842
DeCausa,1,0.000128254456842
Simon80,1,0.000128254456842
205.188.116.197,1,0.000128254456842
Wikibot,1,0.000128254456842
Dwayne,1,0.000128254456842
Brian0918,1,0.000128254456842
24.72.1.37,1,0.000128254456842
Kartano,1,0.000128254456842
41.89.162.6,1,0.000128254456842
70.67.141.41,1,0.000128254456842
Chasingsol,1,0.000128254456842
MartinezMD,1,0.000128254456842
194.176.105.145,1,0.000128254456842
67.133.149.53,1,0.000128254456842
38.104.60.14,1,0.000128254456842
KsprayDad,1,0.000128254456842
66.214.220.134,1,0.000128254456842
81.159.168.139,1,0.000128254456842
ThomasPusch,1,0.000128254456842
Kayag,1,0.000128254456842
72.177.70.107,1,0.000128254456842
90.196.29.128,1,0.000128254456842
Borovi4ok,1,0.000128254456842
Wiki alf,1,0.000128254456842
128.135.189.125,1,0.000128254456842
75.4.169.59,1,0.000128254456842
Obersachsebot,1,0.000128254456842
125.238.112.180,1,0.000128254456842
85.210.99.37,1,0.000128254456842
174.96.118.188,1,0.000128254456842
206.160.155.28,1,0.000128254456842
207.165.11.11,1,0.000128254456842
46.37.62.93,1,0.000128254456842
Jennavecia,1,0.000128254456842
R000t,1,0.000128254456842
122.108.56.80,1,0.000128254456842
Mikeeeman,1,0.000128254456842
156.108.64.101,1,0.000128254456842
PetsTheCatfish,1,0.000128254456842
170.158.236.162,1,0.000128254456842
194.130.99.130,1,0.000128254456842
82.25.139.191,1,0.000128254456842
72.82.16.247,1,0.000128254456842
82.131.24.83,1,0.000128254456842
Zantolak,1,0.000128254456842
71.200.116.144,1,0.000128254456842
RobertG,1,0.000128254456842
DetailsDetails,1,0.000128254456842
147.96.14.16,1,0.000128254456842
128.231.88.5,1,0.000128254456842
Saintfevrier,1,0.000128254456842
220.255.7.151,1,0.000128254456842
68.67.112.91,1,0.000128254456842
164.47.100.209,1,0.000128254456842
66.154.208.35,1,0.000128254456842
Keilana,1,0.000128254456842
82.249.200.131,1,0.000128254456842
BillC,1,0.000128254456842
75.61.52.12,1,0.000128254456842
Kyorosuke,1,0.000128254456842
Vincent Le Ho,1,0.000128254456842
HiraV,1,0.000128254456842
StaticVision,1,0.000128254456842
143.238.239.15,1,0.000128254456842
Runningonbrains,1,0.000128254456842
Cornelius90,1,0.000128254456842
207.109.159.194,1,0.000128254456842
Pvera,1,0.000128254456842
70.39.166.218,1,0.000128254456842
121.216.125.168,1,0.000128254456842
209.134.130.14,1,0.000128254456842
64.108.132.47,1,0.000128254456842
207.28.62.253,1,0.000128254456842
198.86.92.11,1,0.000128254456842
AnnaFrance,1,0.000128254456842
69.131.10.24,1,0.000128254456842
Jakew,1,0.000128254456842
94.3.44.56,1,0.000128254456842
80.135.100.84,1,0.000128254456842
84.153.78.42,1,0.000128254456842
87.116.86.73,1,0.000128254456842
147.31.184.87,1,0.000128254456842
86.86.239.252,1,0.000128254456842
95.172.5.178,1,0.000128254456842
Amplitude101,1,0.000128254456842
Badnaam,1,0.000128254456842
Hondamx267,1,0.000128254456842
64.218.161.147,1,0.000128254456842
74.138.197.176,1,0.000128254456842
Seraphimblade,1,0.000128254456842
151.188.16.41,1,0.000128254456842
138.16.18.24,1,0.000128254456842
Sangjinhwa,1,0.000128254456842
76.102.51.214,1,0.000128254456842
71.252.238.24,1,0.000128254456842
24.106.199.98,1,0.000128254456842
Anger22,1,0.000128254456842
Lithui,1,0.000128254456842
86.139.251.8,1,0.000128254456842
205.221.1.42,1,0.000128254456842
63.215.28.110,1,0.000128254456842
Razorflame,1,0.000128254456842
EarthRise33,1,0.000128254456842
70.131.73.158,1,0.000128254456842
75.138.82.222,1,0.000128254456842
72.70.43.116,1,0.000128254456842
JohnValeron,1,0.000128254456842
65.36.14.195,1,0.000128254456842
Dexbot,1,0.000128254456842
98.197.162.223,1,0.000128254456842
165.21.155.13,1,0.000128254456842
68.19.190.180,1,0.000128254456842
Howcheng,1,0.000128254456842
Djsquintz,1,0.000128254456842
75.157.134.77,1,0.000128254456842
78.99.3.205,1,0.000128254456842
99.42.17.51,1,0.000128254456842
94.6.218.165,1,0.000128254456842
68.82.170.192,1,0.000128254456842
Excalibur2211,1,0.000128254456842
Muad,1,0.000128254456842
98.141.105.42,1,0.000128254456842
Ward3001,1,0.000128254456842
71.252.239.223,1,0.000128254456842
Raistlin8r,1,0.000128254456842
Laurel.jensen,1,0.000128254456842
110.136.244.166,1,0.000128254456842
This lousy T-shirt,1,0.000128254456842
82.12.253.59,1,0.000128254456842
98.200.72.29,1,0.000128254456842
William M. Connolley,1,0.000128254456842
106.68.2.55,1,0.000128254456842
70.99.177.50,1,0.000128254456842
Jonpatterns,1,0.000128254456842
220.239.1.246,1,0.000128254456842
203.109.249.137,1,0.000128254456842
219.192.78.24,1,0.000128254456842
60.240.151.136,1,0.000128254456842
Chicken666,1,0.000128254456842
