username, number of edits, percent of total edits
SW3 5DL,263,0.174750830565
Epicgenius,114,0.0757475083056
Xqxf,95,0.063122923588
Light show,92,0.0611295681063
BlueAg09,55,0.0365448504983
Art LaPella,50,0.0332225913621
Sy9045,41,0.0272425249169
Valereee,39,0.0259136212625
Drbogdan,35,0.0232558139535
Rms125a@hotmail.com,33,0.021926910299
Geogene,24,0.0159468438538
IRW0,23,0.0152823920266
Doc James,17,0.0112956810631
BatteryIncluded,16,0.0106312292359
Titanium Dragon,15,0.00996677740864
Veggies,14,0.0093023255814
Elvey,13,0.00863787375415
The Anome,12,0.00797342192691
Superm401,12,0.00797342192691
CorinneSD,12,0.00797342192691
AnomieBOT,11,0.00730897009967
Hello32020,11,0.00730897009967
Geraldshields11,11,0.00730897009967
Zad68,11,0.00730897009967
Ser Amantio di Nicolao,11,0.00730897009967
Gandydancer,9,0.00598006644518
Floydian,8,0.00531561461794
EoRdE6,8,0.00531561461794
Canuckian89,7,0.0046511627907
Hydrargyrum,6,0.00398671096346
Ward20,6,0.00398671096346
Meatsgains,6,0.00398671096346
Greenbe,6,0.00398671096346
178.93.237.66,6,0.00398671096346
ClueBot NG,6,0.00398671096346
Impsswoon,6,0.00398671096346
Cafehunk,6,0.00398671096346
216.15.24.181,5,0.00332225913621
LeadSongDog,5,0.00332225913621
Gabby Merger,5,0.00332225913621
FriarTuck1981,5,0.00332225913621
Dekimasu,5,0.00332225913621
EatingGlassIsBad,5,0.00332225913621
Ebola1111,5,0.00332225913621
2014:f.ace,5,0.00332225913621
73.43.212.175,5,0.00332225913621
Gt24,4,0.00265780730897
24.18.233.198,4,0.00265780730897
138.210.202.94,4,0.00265780730897
Strafpeloton2,4,0.00265780730897
Onefireuser,4,0.00265780730897
Yellowdesk,4,0.00265780730897
Jackfin8221,4,0.00265780730897
Jwhester,4,0.00265780730897
Ozzie10aaaa,4,0.00265780730897
BrianGroen,4,0.00265780730897
Wnt,4,0.00265780730897
97.82.66.53,4,0.00265780730897
Gun Powder Ma,4,0.00265780730897
Ricola.joe,3,0.00199335548173
Biosthmors,3,0.00199335548173
BG19bot,3,0.00199335548173
Jbarta,3,0.00199335548173
Agiufurta,3,0.00199335548173
Z22,3,0.00199335548173
70.168.62.52,3,0.00199335548173
Gaff,3,0.00199335548173
Artsag,3,0.00199335548173
Themightyquill,3,0.00199335548173
Ost316,3,0.00199335548173
TylerDurden8823,3,0.00199335548173
Nwbeeson,3,0.00199335548173
Super Goku V,3,0.00199335548173
Milesrahimi,3,0.00199335548173
98.231.205.140,3,0.00199335548173
I dream of horses,3,0.00199335548173
Orange Suede Sofa,3,0.00199335548173
LesVegas,2,0.00132890365449
Jamie Tubers,2,0.00132890365449
71.198.3.236,2,0.00132890365449
96.56.117.154,2,0.00132890365449
Rmhermen,2,0.00132890365449
Tbnaff,2,0.00132890365449
Delta1989,2,0.00132890365449
76.88.44.223,2,0.00132890365449
137.125.85.98,2,0.00132890365449
Hamish59,2,0.00132890365449
Everyking,2,0.00132890365449
John Milton Nagel,2,0.00132890365449
69.248.82.235,2,0.00132890365449
Jesse Viviano,2,0.00132890365449
67.70.35.44,2,0.00132890365449
Daniel.Cardenas,2,0.00132890365449
Anthony Appleyard,2,0.00132890365449
71.124.255.145,2,0.00132890365449
74.44.29.114,2,0.00132890365449
50.9.97.53,2,0.00132890365449
46.200.32.235,2,0.00132890365449
Rhydic,2,0.00132890365449
Cerlyn,2,0.00132890365449
50.14.142.33,2,0.00132890365449
Soffredo,2,0.00132890365449
Allen1306,2,0.00132890365449
69.170.100.180,2,0.00132890365449
Discospinster,2,0.00132890365449
Jeremyb,2,0.00132890365449
Sfan00 IMG,2,0.00132890365449
Therealtred,2,0.00132890365449
71.182.239.240,2,0.00132890365449
Llightex,2,0.00132890365449
Wavelength,2,0.00132890365449
